b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r0r05/2r01r0r0r01/r0r0r0r0r0r0, E2-E3
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r02r03/2r0r01rr2/r0r0r0r0r0r0, G2-H2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/4r03/2r0r01r0r01/r0r0r0r0r0r0, E1-E2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r02r03/2r0r01r0r01/r0rr1r0r0r0, E1-E2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r04r01/2r01r0r0r01/r0r0r0r0r0r0, D2-C4
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0rr1rr2/r0r0r0r0r0r0, D1-E1
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0rr1r0r01/r0rr1r0r0r0, F1-G1
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0rr1r0r01/r0r0r0r0r0r0, F1-G1
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r03r02/2r01rr1r01/r0r0r0r0r0r0, F2-F3
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/4r03/1r06/2r0r0r0r02/r0r0r0r0r0r0, G1-G2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rr1rr1/r0r0r0r0r0r0, D2-E4
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r01rrr01/r0r0r0r0r0r0, F1-F2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r01rrr01/r0rr1r0r0r0, E1-F1
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r03r02/2r0r0r01r01/r0rr1r0r0r0, E1-F1
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/5r02/2r0r0r01r01/r0r0r0r0r0r0, G1-F1
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r04r01/2r01rrr02/r0r0r0r0r0r0, D2-C4
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/6r01/1r06/2r0r0r0r02/r0r0r0r0r0r0, C1-C2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrrr2/r0r0r0r0r0r0, B1-B2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r01r04/2r0r0r0r02/r0r0r0r0r0r0, E1-E2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0rr1r01/r0r0r0r0r0r0, C2-C3
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0rr1r01/r0rr1r0r0r0, C2-D4
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr01r0/r0r0r0r0r0r0, B1-B2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r01rr1/r0rr1r0r0r0, F1-F2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r05r0/2r0r0r0r02/r0r0r0r0r0r0, D4-D5
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r01rr1/r0r0r0r0r0r0, D1-B2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/1r0r0r0r0rr2/1r0r0r0r0r0, F2-G2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r04r01/2r0r0r0r02/r0rr1r0r0r0, G1-F1
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/1r0r01rrr0r01/1r0r0r0r0r0, D2-E4
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/6r01/2r0r0r0r02/r0r0r0r0r0r0, D1-B2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/1rrr0r0r0r0, C2-B4
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/1rrr0r0r0r0, E2-D2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0rr2/r0rr1r0r0r0, G1-F1
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0rr2/r0r0r0r0r0r0, E2-D2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2rrr0r0rr2/r01r0r0r0r0, F1-F2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2rr1rrr0r01/r01r0r0r0r0, D2-C4
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r01r0/r0r0r0r0r0r0, F2-F3
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r01r0/r0rr1r0r0r0, F1-F2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/rr1r0r0r0r0, F1-G1
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/rr1r0r0r0r0, D4-D5
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/1r0r0r0r0r0r01/1rr1r0r0r0, E2-D2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/1r0r0r0r0r0r01/1r0r0r0r0r0, F2-G2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r01rrr0r0r0, F1-G1
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1rr6/2r0r0r0r0r01/r0r01r0r0r0, F1-F2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/1rrr0r0r0r0, D2-D3
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r01rrr0r0r0, F2-F3
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r01r04/2r0r0r0r0r01/r0r01r0r0r0, B2-A4
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r0r0rrr0r01/r0r01r0r0r0, G1-G2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0rrr0rr2/r0r01r0r0r0, E2-D2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2rrr0r0r0r01/r01r0r0r0r0, F1-F2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0rr1r0r0r0, G1-G2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/r01r0r0r0r0r01/r0r01r0r0r0, E2-E3
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0rr1r0r0r0, E1-E2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/rr1r0r0r0r0, D1-B2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0r01rrr0r0, B1-B2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r01rrr0r0r0, D2-C2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0rrr0r01/r0r01r0r0r0, F1-G1
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0r01rrr0r0, D4-C4
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0r0rr1r0r0, B2-B3
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0rrr0r01/r0rr2r0r0, G1-G2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0rrrr2/r0r0r01r0r0, C1-C2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0rrr0r0r01/r0r01r0r0r0, F2-E2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0rr1r0r0r0, G1-G2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r0r01/r0rrr01r0r0, F1-F2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0r0rr1r0r0, D4-C4
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0r0r01rrr0, G1-G2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrrrr01/r0r0r0r01r0, E2-F2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0r01rrr0r0, D1-F2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r0r01/r0rr2rrr0, D2-E2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0r0r01rrr0, C1-D1
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0rrr0r01/r0r0r01r0r0, G3-G4
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0r0r0rr1r0, D4-D5
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0rrr01/r0rr1r01r0, D2-E2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0r0r0rr1r0, B2-A2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0r0rr1r0r0, E2-E3
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r0r01/r0rr1rr1r0, C2-D4
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0r0r0r01rr, G1-G2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0r0r0r01rr, C2-C3
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0rr1/r0r0r0r0r01, E2-F2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rrr01/r0r0r0r0r01, B2-C2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r0r01/r0rr1r01rr, G2-H2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0r0r01rrr0, C2-D2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0rrr01/r0r0r0r01r0, E1-E2
b02b0b0b0/1b0bbbbb0b0b01/8/8/8/1r06/2r01rrr0r01/r0r0r0r0rr1, C2-D4
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r0rr1/r0rr1r0r01, D1-D2
b0b0b0b0b0b0/1b0b01b0b0b01/8/3b04/8/1r06/2r0r0r0rr2/r0r0r0r0rr1, F2-F3
b01b0b0b0b0/1b0bbb0b0b0b01/8/8/8/8/r01r01rrr0r01/r0r0r0r0r0r0, E2-E3
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0r0r0rr1r0, F2-E2
2b0b0b0b0/1bbbbb0b0b0b01/8/8/8/1r06/2r0r0r0r0r01/r0rr1r0rr1, E1-F1
b0b0b0b0b0b0/1b0b01b0b0b01/3b04/8/8/8/r01r0r0r0rr2/r0r0r0r0r0r0, C1-C2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0r0r0r01rr, F1-E1
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/r07/2r01rrr0r01/r0r0r0r0r0r0, C2-D4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/r07/2r0r0r0rr2/r0r0r0r0r0r0, C2-D4
b01b0b0b0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0r0r0r0r01/r0rr1r0r0r0, D1-E1
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/1r0r01rrr0r01/r0r0r0r0r0r0, D1-D2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0rr1/r0r0r0r0r01, E1-E2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/1r0r0r0r0rr2/r0r0r0r0r0r0, D1-D2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/r07/2r0r0r0r0r01/r0rr1r0r0r0, E1-D3
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/1r0r0r0r0r0r01/r0rr1r0r0r0, G2-G3
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/2r05/r02r0r0rr2/r0r0r0r0r0r0, D1-D2
b01bbb0b0b0/1b0b0b0b0b02/6b01/8/1r06/8/2r0r0r0r0r01/r0r0r0r0rr1, D1-E3
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/2r05/r03rrr0r01/r0r0r0r0r0r0, G1-G2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r0r02rrr0r01/r0r0r0r0r0r0, G2-G3
b0b0b0b0b0b0/1b0b0b0b0b02/6b01/8/8/r07/2r0r0r0r0r01/r0r0r0r0r0r0, F2-F3
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/2r05/r02r0r0r0r01/r0rr1r0r0r0, C2-D4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r0r01r0r0rr2/r0r0r0r0r0r0, C2-E3
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r0r01r0r0r0r01/r0rr1r0r0r0, E1-G2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/r07/8/2r0r0r0r0r01/r0r0r0r0r0r0, B2-B3
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r02r0rrr0r01/r0r0r0r0r0r0, G1-F1
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r02rrr0rr2/r0r0r0r0r0r0, D3-D4
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/3r04/8/r01r01r0r0r01/r0r0r0r0r0r0, G1-G2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/3r04/r01r01r0rr2/r0r0r0r0r0r0, E2-E3
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/1r06/2r0r0r0r0r01/r0r0r0r0r0r0, F3-G3
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r02rrr0r0r01/r0rr1r0r0r0, F1-F2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/5r02/8/r01r01r0r0r01/r0r0r0r0r0r0, G2-H2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r01r05/3r0r0r0r01/r0r0r0r0r0r0, E2-F2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01rr1r0rr2/r0r0r0r0r0r0, G2-G3
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/3r04/r01r01r0r0r01/r0rr1r0r0r0, E2-E3
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/1r01r0r0r0r01/r0r0r0r0r0r0, C2-D2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/2r05/r01r01r0r0r01/r0r0r0r0r0r0, F2-F3
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r01rrrr2/r0r0r0r0r0r0, C2-D4
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01rr1r0r0r01/r0rr1r0r0r0, F1-F2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/3rrr0r0r01/r0r0r0r0r0r0, C2-D2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/4r03/r01r0r01rr2/r0r0r0r0r0r0, D1-D2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/6r01/r01r01r0r0r01/r0r0r0r0r0r0, E1-D1
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r01rrr0r01/r0rr1r0r0r0, G2-G3
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r02r04/2r01r0r0r01/r0r0r0r0r0r0, D1-D2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/5r02/r01r01rr1r01/r0r0r0r0r0r0, B1-B2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0rr1rr2/r0r0r0r0r0r0, B2-B3
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/4r03/r01r0r01r0r01/r0rr1r0r0r0, C2-D4
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0rr1r0r01/r0rr1r0r0r0, G1-G2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2rr1r0r0r01/r0r0r0r0r0r0, F3-G3
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rr1rr1/r0r0r0r0r0r0, B2-B3
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/4r03/8/r01r0r0r0r02/r0r0r0r0r0r0, C2-D4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/6r01/8/r01r0r0r0r02/r0r0r0r0r0r0, E2-F2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r01rrr0r01/r0r0r0r0r0r0, G3-G4
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0r01rrr01/r0rr1r0r0r0, G1-G2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/6r01/r01r01rrr02/r0r0r0r0r0r0, E1-F1
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r03r03/2r0r01r0r01/r0r0r0r0r0r0, B2-C2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/5r02/r01r0r0r01r01/r0rr1r0r0r0, C2-B4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/3r04/r01r0r0r0r02/r0r0r0r0r0r0, F1-F2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rrrr2/r0r0r0r0r0r0, C2-B4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/7r0/r01r0r0r0r02/r0r0r0r0r0r0, G1-G2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0r0rr1r01/r0rr1r0r0r0, F2-E2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r0rr1r0r01/r0r0r0r0r0r0, C2-C3
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rrr01r0/r0r0r0r0r0r0, D2-D3
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r0r0r01rrr0r01/1r0r0r0r0r0, G1-G2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0r0r01rr1/r0rr1r0r0r0, F1-F2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r0r01rrr01/r0r0r0r0r0r0, G3-G4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r0r0r0r0r0rr2/1r0r0r0r0r0, C2-B4
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r04r02/2r0r0r01r01/r0r0r0r0r0r0, E1-E2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0r0r0rr2/1rrr0r0r0r0, G1-G2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/6r01/r01r0r0r0r02/r0rr1r0r0r0, B1-B2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rrr0r01/1rrr0r0r0r0, F2-F3
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01rrr0r0rr2/r01r0r0r0r0, C2-D4
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0r0r0rr2/r0rr1r0r0r0, B2-B3
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r0r0rr1r01/r0r0r0r0r0r0, C1-C2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01rr1rrr0r01/r01r0r0r0r0, E1-E2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r0r0r01rr1/r0r0r0r0r0r0, D1-D2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rrr0r01/rr1r0r0r0r0, C2-B4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0r0r0rr2/rr1r0r0r0r0, G1-F1
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r01r0r0r0r01r0/r0rr1r0r0r0, E1-F3
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rrr0r01/r01rrr0r0r0, G1-G2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/r0r0r0r0r0r0r01/1rr1r0r0r0, C2-D4
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r05r01/2r0r0r0r02/r0r0r0r0r0r0, C1-C2
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0r0r0rr2/r01rrr0r0r0, D1-D2
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r0r0r0rr2/r0r0r0r0r0r0, C1-D1
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/1r06/r01r0r0r0r0r01/r0r01r0r0r0, G1-F1
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r0r0rrr0r01/r0r01r0r0r0, E1-D1
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0rrr0rr2/r0r01r0r0r0, D1-E1
b0b0b0b0b0b0/1b0b0b0b03/5b0b01/8/8/r07/2r0r0r0r01r0/r0r0r0r0r0r0, E1-F1
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/3r04/r01r0r0r0r0r01/r0r01r0r0r0, G1-G2
b01b0b0b0b0/1b0bbb01b0b01/4b03/8/8/8/r01r01rrr0r01/r0rr1r0r0r0, E1-F1
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0r0r0rr2/r0rr1r0r0r0, B1-B2
b02bbb0b0/1b0bbb0b0b0b01/8/8/8/8/rr1r0r0r0r0r01/r0r01r0r0r0, C2-D4
b01b0b0b0b0/1b0bb1b0b0b01/3b04/8/8/8/r01r0r0r0rr2/r0r01rrr0r0, E2-E3
